,index,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,year_month
0,Banqiao(Bannan Line),37132.25,42351.5,42424.5,42629.8,42234.8,43307.2,40726.25,202001
1,Banqiao(Bannan Line),27436.5,36645.75,37047.0,37322.0,38648.0,37894.75,31275.0,202002
2,Banqiao(Bannan Line),22901.2,33809.0,34202.8,34830.5,34850.0,38689.75,26468.0,202003
3,Banqiao(Bannan Line),19008.75,31378.0,31250.5,32761.2,30745.8,31257.0,21755.25,202004
4,Banqiao(Bannan Line),25436.2,34404.75,33885.5,35659.75,36121.75,39018.2,29661.8,202005
5,Banqiao(Bannan Line),29393.5,37075.6,37726.2,39387.5,36106.0,39271.25,35660.75,202006
6,Banqiao(Bannan Line),32072.5,39072.25,40135.75,39963.4,40446.2,44019.0,37739.0,202007
7,Banqiao(Bannan Line),32353.8,39046.6,40352.0,40879.75,41634.25,45406.0,38678.2,202008
8,Banqiao(Bannan Line),33760.25,39305.0,39397.8,40685.8,40374.0,44137.25,39643.5,202009
9,Banqiao(Bannan Line),33950.0,39079.5,39922.75,39924.75,40245.8,42680.0,39608.0,202010
10,Banqiao(Bannan Line),46157.0,42650.4,42249.25,43566.0,44211.75,52670.5,61906.25,202011
11,Banqiao(Bannan Line),60382.75,48089.5,45891.8,46387.6,50125.0,61777.25,90051.5,202012
12,Banqiao(Bannan Line),29438.6,37950.75,38124.75,38929.25,38723.0,41254.4,34029.8,202101
13,Banqiao(Bannan Line),30749.5,36053.25,36048.5,35153.5,33537.0,37715.0,34012.25,202102
14,Banqiao(Bannan Line),32609.5,37206.8,38813.6,39417.0,39527.25,44764.25,37841.75,202103
15,Banqiao(Bannan Line),32780.75,36324.5,38891.0,39813.25,41428.8,43055.2,38381.0,202104
16,Banqiao(Bannan Line),14144.4,21204.0,23219.5,22519.75,21997.5,23501.25,17861.6,202105
17,Banqiao(Bannan Line),3217.5,7890.0,9418.8,9275.8,8942.0,9322.0,3932.75,202106
18,Banqiao(Bannan Line),5082.5,13119.0,13784.5,13934.5,13253.2,13867.4,6858.4,202107
19,Banqiao(Bannan Line),11677.8,21787.4,22377.2,22336.5,22268.5,24164.0,15224.75,202108
20,Banqiao(Bannan Line),13027.5,22862.75,22464.0,25323.6,25516.4,27082.25,18939.0,202109
21,Banqiao(Bannan Line),23478.0,27834.75,30484.5,31352.75,31975.25,35285.2,28015.2,202110
22,Banqiao(Bannan Line),29307.5,33843.0,33784.6,34190.25,34829.75,40328.5,34199.75,202111
23,Banqiao(Bannan Line),47992.0,39664.75,39550.5,40675.4,42773.2,51142.4,69581.0,202112
24,Banqiao(Bannan Line),23442.8,28466.2,32381.0,32756.75,33298.75,35894.75,30176.2,202201
25,Banqiao(Bannan Line),24006.75,30872.75,27668.5,28718.0,28815.75,32385.0,27156.0,202202
26,Banqiao(Bannan Line),27939.0,34914.5,34604.6,34990.8,35240.8,40386.75,34451.0,202203
27,Banqiao(Bannan Line),19777.75,26596.5,26336.0,29217.5,28890.5,33147.4,23186.0,202204
28,Banqiao(Bannan Line),13799.6,21082.6,22378.6,22616.25,22388.25,24358.0,16196.5,202205
29,Banqiao(Bannan Line),18782.0,26633.0,27063.75,27227.4,27905.4,26904.25,21782.0,202206
30,Banqiao(Bannan Line),24232.2,30978.25,31274.5,32221.5,32270.25,34956.0,28229.2,202207
31,Banqiao(Bannan Line),26400.75,32252.8,32626.6,33491.6,34005.5,37221.5,31059.5,202208
32,Banqiao(Bannan Line),24153.25,32618.75,33228.0,33960.5,34653.8,35756.6,27937.5,202209
33,Banqiao(Bannan Line),27083.6,32389.4,33728.0,34856.75,35477.75,40823.5,34010.6,202210
34,Banqiao(Bannan Line),38462.75,37893.0,37280.8,38041.6,38321.25,46456.0,49089.5,202211
35,Banqiao(Circular Line),4622.75,3587.25,3417.25,2415.8,2028.2,2011.0,2360.0,202001
36,Banqiao(Circular Line),9862.0,8474.0,8374.5,8559.0,8933.25,9748.25,10159.2,202002
37,Banqiao(Circular Line),5443.4,5774.6,5865.4,5858.5,5994.0,7264.75,5866.0,202003
38,Banqiao(Circular Line),4276.25,5315.0,5261.0,5633.4,5653.4,6019.75,4514.25,202004
39,Banqiao(Circular Line),5565.4,5759.75,5861.75,6018.5,6059.75,7424.2,6121.8,202005
40,Banqiao(Circular Line),6175.5,6244.4,6295.6,6766.0,6611.5,7297.0,7110.75,202006
41,Banqiao(Circular Line),6589.25,6833.5,6825.25,6791.4,6774.6,8067.2,7636.5,202007
42,Banqiao(Circular Line),6716.2,6672.8,6873.25,6874.0,7153.0,8442.75,7525.2,202008
43,Banqiao(Circular Line),7055.25,6831.75,6939.6,7561.0,6922.5,8328.0,7903.0,202009
44,Banqiao(Circular Line),7454.75,7047.5,7145.25,7146.75,7917.2,9014.2,8087.6,202010
45,Banqiao(Circular Line),9696.0,7662.0,7610.75,7833.5,7956.25,10491.5,12147.25,202011
46,Banqiao(Circular Line),11575.0,8607.0,8100.2,8270.2,9424.0,11568.5,16303.0,202012
47,Banqiao(Circular Line),6472.4,7297.5,7163.75,7378.5,7397.75,8668.6,7179.8,202101
48,Banqiao(Circular Line),6546.75,7014.25,7218.5,7049.75,6714.75,7947.0,7315.5,202102
49,Banqiao(Circular Line),7369.0,7460.0,7571.2,7802.4,7631.0,9655.75,8175.75,202103
50,Banqiao(Circular Line),7402.0,7415.5,7689.0,7706.5,8668.2,9623.0,8527.0,202104
51,Banqiao(Circular Line),3272.0,4336.4,4570.0,4462.25,4425.75,5350.75,4039.8,202105
52,Banqiao(Circular Line),717.25,1586.25,1856.2,1818.0,1766.75,1872.75,825.25,202106
53,Banqiao(Circular Line),1321.5,2693.5,2811.5,2822.0,2693.6,3027.2,1639.8,202107
54,Banqiao(Circular Line),3040.2,4478.4,4494.6,4431.5,4537.25,5261.25,3513.25,202108
55,Banqiao(Circular Line),3283.25,4839.25,4743.0,5138.0,5161.4,5916.75,4368.25,202109
56,Banqiao(Circular Line),5427.0,5900.0,6193.75,6297.5,6447.5,8144.2,6237.4,202110
57,Banqiao(Circular Line),6814.0,6908.0,6787.4,6868.25,7068.5,9339.5,7331.25,202111
58,Banqiao(Circular Line),10507.75,8212.75,7982.25,8278.6,8925.2,11543.6,14459.25,202112
59,Banqiao(Circular Line),5702.4,6362.4,6730.0,6749.5,7014.0,8259.25,7043.0,202201
60,Banqiao(Circular Line),5626.5,6708.0,6117.25,6291.0,6221.5,7600.5,6329.25,202202
61,Banqiao(Circular Line),6586.75,7617.5,7436.6,7375.8,7632.0,9597.0,7749.75,202203
62,Banqiao(Circular Line),4851.75,5901.5,5762.5,6177.5,6202.25,8016.4,5663.2,202204
63,Banqiao(Circular Line),3277.4,4589.4,4784.0,4871.0,4823.5,5736.25,3762.5,202205
64,Banqiao(Circular Line),4680.5,5633.0,5693.0,5658.2,6018.4,6190.5,5055.75,202206
65,Banqiao(Circular Line),5544.6,6510.0,6496.5,6658.0,6706.5,7760.6,6254.8,202207
66,Banqiao(Circular Line),6172.5,6729.6,6828.0,6862.0,6924.75,8247.75,7008.5,202208
67,Banqiao(Circular Line),5858.0,6995.75,7057.25,7180.75,7781.6,8714.4,6463.25,202209
68,Banqiao(Circular Line),6386.4,7069.8,7211.75,7372.0,7642.25,9927.25,7812.8,202210
69,Banqiao(Circular Line),8906.0,8129.5,7810.4,7936.4,8236.5,11476.25,11117.5,202211
70,Daan Park,8853.25,7508.0,7832.75,7386.0,8184.6,8176.6,9300.5,202001
71,Daan Park,6635.75,6724.25,6894.25,7246.5,7203.5,7143.75,7839.8,202002
72,Daan Park,7287.6,6619.0,6745.8,6902.5,6638.25,7224.75,7577.5,202003
73,Daan Park,5582.25,6121.5,6319.25,6447.4,5874.0,6070.5,6340.5,202004
74,Daan Park,7851.4,6524.5,6688.5,7042.25,6871.25,7171.0,7924.2,202005
75,Daan Park,7065.0,7004.8,7274.8,7583.0,6563.0,7280.25,8673.0,202006
76,Daan Park,7555.0,7378.0,7747.5,7763.4,7693.6,8184.4,8692.75,202007
77,Daan Park,8264.0,7184.8,7520.5,7849.5,7689.5,8506.75,8388.4,202008
78,Daan Park,8126.75,7334.0,7736.0,7791.0,7761.0,8318.25,9587.5,202009
79,Daan Park,9465.5,7397.25,7824.5,7933.5,7374.8,7807.8,10659.6,202010
80,Daan Park,9730.4,7393.0,7799.25,8074.5,8046.0,8459.0,10203.0,202011
81,Daan Park,9235.0,7489.25,7859.4,7861.6,8237.2,8580.25,10356.0,202012
82,Daan Park,8510.6,7333.0,7893.25,8097.75,7943.25,7712.8,9006.2,202101
83,Daan Park,10938.75,7704.75,7703.25,7554.5,7187.75,7784.5,8966.75,202102
84,Daan Park,12123.5,8983.8,8761.4,8815.2,9351.25,9880.75,12442.75,202103
85,Daan Park,10600.0,7886.5,8226.75,8109.75,8186.6,8652.0,11197.0,202104
86,Daan Park,4105.6,4316.2,4785.75,4480.75,4463.5,4590.0,4900.6,202105
87,Daan Park,800.25,1714.25,1985.6,2013.2,1930.5,1969.75,970.75,202106
88,Daan Park,1558.0,2677.0,2870.25,2837.0,2695.8,2748.2,1798.4,202107
89,Daan Park,3848.4,4239.0,4347.4,4330.75,4304.75,4395.5,4034.75,202108
90,Daan Park,4227.75,4900.75,4935.5,5553.0,5439.6,5680.5,5378.0,202109
91,Daan Park,6981.6,5019.75,6038.75,6183.75,6252.5,6525.6,7888.8,202110
92,Daan Park,9110.25,6338.2,6557.2,6718.0,6718.0,7309.75,8847.0,202111
93,Daan Park,8775.0,6379.75,6936.25,7208.4,7426.0,8345.0,10620.0,202112
94,Daan Park,8407.0,5598.4,6540.0,6677.5,6983.25,6802.0,7702.2,202201
95,Daan Park,7446.75,7158.75,5264.25,5582.5,5506.0,6352.75,7656.75,202202
96,Daan Park,12193.75,7310.5,8063.0,8139.8,8140.0,9051.5,12888.5,202203
97,Daan Park,6601.0,5804.0,5905.25,6120.5,5956.5,6515.8,6780.2,202204
98,Daan Park,4614.2,4079.6,4546.0,4608.5,4433.0,4674.0,4893.5,202205
99,Daan Park,5583.75,5231.5,5463.75,5318.8,5345.0,5075.25,6469.75,202206
100,Daan Park,6348.8,5801.5,6179.5,6235.75,6343.0,6635.4,7091.6,202207
101,Daan Park,7103.25,5996.6,6341.0,6475.8,6220.0,6813.25,7979.25,202208
102,Daan Park,5975.25,6055.75,6423.0,6797.25,6513.4,6696.6,7231.25,202209
103,Daan Park,8696.0,6110.4,6674.5,6844.0,6974.0,8646.75,10967.0,202210
104,Daan Park,9942.5,7044.5,7064.4,7106.8,7256.0,7826.0,10667.75,202211
105,Dahu Park ,3096.25,3163.25,3479.0,3263.6,3367.8,3226.0,3661.5,202001
106,Dahu Park ,2729.25,3022.5,3071.25,3242.0,3108.25,3211.75,2943.0,202002
107,Dahu Park ,3041.2,2866.8,2831.0,2949.75,2753.75,2916.25,2602.75,202003
108,Dahu Park ,2069.5,2644.75,2651.75,2689.2,2571.6,2650.75,2347.25,202004
109,Dahu Park ,2977.6,2900.5,2861.25,2993.5,2905.5,3180.8,2864.6,202005
110,Dahu Park ,2878.75,3001.4,3093.2,3223.5,2906.5,3204.75,3247.5,202006
111,Dahu Park ,2871.25,3110.5,3238.75,3267.6,3203.8,3324.2,3343.5,202007
112,Dahu Park ,2983.2,3055.0,3151.0,3322.5,3181.0,3314.0,3085.8,202008
113,Dahu Park ,2620.5,3182.75,3201.6,3322.8,3326.5,3297.5,3279.5,202009
114,Dahu Park ,3084.0,3240.25,3220.0,3396.0,3297.4,3346.6,3570.2,202010
115,Dahu Park ,3593.0,3357.6,3293.5,3520.75,3539.0,3423.0,3215.75,202011
116,Dahu Park ,3186.5,3207.25,3312.2,3150.4,3312.4,3450.75,3750.0,202012
117,Dahu Park ,3345.6,3169.25,3392.25,3521.5,3389.25,3404.6,3336.2,202101
118,Dahu Park ,5000.25,4371.75,3729.0,3181.5,3064.25,3563.25,3421.5,202102
119,Dahu Park ,3543.0,3814.8,3322.6,3464.2,3618.0,3717.5,4169.0,202103
120,Dahu Park ,3981.75,3628.75,3444.25,3494.5,3425.6,3892.2,4242.0,202104
121,Dahu Park ,1505.0,1751.8,1961.0,1820.25,1824.75,1844.25,1876.2,202105
122,Dahu Park ,375.25,641.75,693.0,702.4,648.0,681.5,427.75,202106
123,Dahu Park ,609.75,995.5,1046.75,1017.25,976.0,982.8,631.4,202107
124,Dahu Park ,1308.2,1723.4,1763.4,1746.0,1741.5,1721.75,1340.5,202108
125,Dahu Park ,1656.75,2272.5,2215.25,2375.6,2355.6,2374.5,1969.75,202109
126,Dahu Park ,2451.2,2140.25,2600.75,2706.5,2727.75,2806.4,2758.4,202110
127,Dahu Park ,3080.75,2873.2,2880.0,2994.25,2983.75,3243.75,2866.0,202111
128,Dahu Park ,2891.75,2841.25,3026.5,3214.2,3295.6,3448.2,3289.5,202112
129,Dahu Park ,2321.2,2428.4,2818.0,2884.0,2810.75,2765.0,2687.2,202201
130,Dahu Park ,2937.5,3243.0,2304.75,2461.5,2392.0,2793.25,2694.75,202202
131,Dahu Park ,3035.5,2978.5,3153.8,3219.2,3245.4,3374.75,3644.5,202203
132,Dahu Park ,2398.0,2747.75,2708.5,2607.25,2576.75,2724.4,2472.2,202204
133,Dahu Park ,1453.0,1704.8,1847.6,1897.0,1857.0,1940.75,1620.0,202205
134,Dahu Park ,1985.5,2232.5,2247.25,2251.2,2253.8,2201.75,2120.25,202206
135,Dahu Park ,2249.6,2558.75,2557.5,2618.25,2660.5,2653.2,2478.0,202207
136,Dahu Park ,2510.0,2601.0,2587.0,2711.8,2637.25,2765.25,2803.0,202208
137,Dahu Park ,1896.25,2623.75,2718.5,2848.5,2752.6,2858.8,2432.75,202209
138,Dahu Park ,2037.2,2521.2,2719.0,2882.5,2948.0,2951.5,2493.0,202210
139,Dahu Park ,3193.25,3078.25,2936.2,2954.8,3027.0,3236.5,3879.75,202211
140,Jiannan Rd. ,10970.0,11471.75,11879.25,11806.4,11275.2,12384.2,11779.25,202001
141,Jiannan Rd. ,7581.0,9321.0,9571.0,9800.25,9827.25,10139.0,9043.6,202002
142,Jiannan Rd. ,6285.6,8350.2,8537.8,8947.75,8903.75,9475.5,7052.75,202003
143,Jiannan Rd. ,5036.75,7864.5,7956.75,8132.2,7723.6,7858.75,5687.5,202004
144,Jiannan Rd. ,6880.6,8568.25,8958.0,9212.75,9110.5,9691.6,7754.0,202005
145,Jiannan Rd. ,7749.0,9653.2,9948.2,10212.5,9237.75,10331.25,9752.25,202006
146,Jiannan Rd. ,8690.5,9737.5,10582.5,10503.0,10516.2,12097.0,11308.25,202007
147,Jiannan Rd. ,9358.2,9650.0,10582.75,10795.5,10986.25,12176.0,10428.4,202008
148,Jiannan Rd. ,9640.5,10034.75,10376.2,11349.4,10659.25,12005.5,12440.25,202009
149,Jiannan Rd. ,10005.25,9991.5,10294.25,10719.75,10946.8,11435.2,12257.8,202010
150,Jiannan Rd. ,10747.4,10189.4,10391.5,11002.25,11035.75,12613.25,13509.25,202011
151,Jiannan Rd. ,11540.0,10874.5,11298.6,11516.2,12780.4,14306.25,14407.0,202012
152,Jiannan Rd. ,9124.4,10377.0,10815.25,11348.75,11368.75,11939.8,10248.4,202101
153,Jiannan Rd. ,9343.0,10537.25,10029.25,9655.75,9717.0,10632.5,9802.5,202102
154,Jiannan Rd. ,9561.5,10073.8,10673.4,11122.4,11256.0,12537.75,11118.25,202103
155,Jiannan Rd. ,9581.75,9845.5,10656.25,10893.0,11275.8,11645.4,11053.0,202104
156,Jiannan Rd. ,4068.4,5696.4,6392.5,6201.25,5932.25,6515.75,5219.0,202105
157,Jiannan Rd. ,1043.25,2152.75,2465.6,2471.2,2385.0,2465.75,1239.0,202106
158,Jiannan Rd. ,1544.0,3269.5,3446.75,3517.75,3362.4,3382.2,1783.4,202107
159,Jiannan Rd. ,3705.0,5899.4,6084.0,6061.5,6071.75,6693.0,4724.25,202108
160,Jiannan Rd. ,4253.0,6454.25,6725.75,7363.4,7451.8,7893.0,6074.75,202109
161,Jiannan Rd. ,7412.2,7491.75,8497.25,8989.25,9195.75,10196.6,8491.4,202110
162,Jiannan Rd. ,8654.0,9146.6,9480.2,9724.5,9678.25,11462.75,10232.5,202111
163,Jiannan Rd. ,9726.75,10069.5,10265.5,10799.0,11311.6,13426.8,12141.5,202112
164,Jiannan Rd. ,7316.8,8217.0,9562.25,9961.5,10197.5,11163.25,9249.2,202201
165,Jiannan Rd. ,7707.5,9150.25,8234.5,8483.25,8756.75,9703.75,8800.0,202202
166,Jiannan Rd. ,8864.25,9727.0,9854.6,10085.6,10331.6,12074.0,10705.75,202203
167,Jiannan Rd. ,6459.75,7620.5,7476.25,8320.0,8155.0,9369.8,7166.8,202204
168,Jiannan Rd. ,4413.4,5656.8,6261.4,6400.25,6187.25,6760.5,5133.5,202205
169,Jiannan Rd. ,6102.5,7536.75,7873.0,7970.8,8208.8,8446.0,7178.0,202206
170,Jiannan Rd. ,7285.2,8597.0,8862.75,9289.25,9387.5,10378.2,8696.8,202207
171,Jiannan Rd. ,8141.75,9074.6,9437.6,9734.0,9992.5,10861.25,9380.75,202208
172,Jiannan Rd. ,7038.5,8913.5,9574.75,9805.0,9792.6,10093.4,8891.75,202209
173,Jiannan Rd. ,8013.6,8904.8,9349.25,9761.5,10121.5,11309.75,10406.2,202210
174,Jiannan Rd. ,9651.25,9984.5,10104.6,10635.4,10533.0,12211.0,12086.5,202211
175,Jiantan ,26496.5,29507.25,30130.5,29240.2,30105.8,28775.4,32019.25,202001
176,Jiantan ,20466.75,23069.5,23505.0,24120.5,24330.0,24544.0,24008.8,202002
177,Jiantan ,19550.0,25099.0,25478.2,25877.75,25181.75,26291.0,19715.0,202003
178,Jiantan ,14437.25,21874.5,22781.25,22310.4,21140.6,20906.5,15935.0,202004
179,Jiantan ,19204.6,24054.25,24356.0,24993.5,24586.0,25180.2,20484.8,202005
180,Jiantan ,20596.25,24681.4,25845.0,26569.5,24746.25,26908.25,26263.0,202006
181,Jiantan ,20951.0,22623.75,23961.0,23983.8,23703.0,25361.0,25524.5,202007
182,Jiantan ,21362.6,21213.0,23266.75,23921.75,23487.75,24884.75,24577.4,202008
183,Jiantan ,20891.5,26009.5,25848.4,26164.8,25653.25,27411.25,26053.0,202009
184,Jiantan ,23884.25,26980.75,27563.25,27804.75,26371.2,27524.4,27903.8,202010
185,Jiantan ,23775.2,26789.0,27550.75,28276.5,28155.5,29214.75,26587.0,202011
186,Jiantan ,23628.25,26863.75,27161.4,27085.0,28706.0,29525.25,27391.25,202012
187,Jiantan ,20475.0,23527.25,24681.5,25090.5,24050.0,24943.2,23248.0,202101
188,Jiantan ,24895.5,24375.0,23149.25,21643.0,21009.75,23425.75,21770.0,202102
189,Jiantan ,23056.25,26509.0,27514.6,27511.0,28267.75,29821.25,26953.75,202103
190,Jiantan ,23111.5,25353.0,26070.25,26337.25,26463.2,27607.6,26178.25,202104
191,Jiantan ,9791.4,13814.8,15401.0,14840.25,14534.0,14587.5,11739.8,202105
192,Jiantan ,2270.25,4348.0,5080.4,5088.4,4904.75,5049.75,2789.25,202106
193,Jiantan ,3531.25,6933.5,7326.5,7366.75,6867.8,6939.6,4164.0,202107
194,Jiantan ,7906.0,11583.8,12063.4,11688.25,11832.75,12052.75,9210.5,202108
195,Jiantan ,9781.25,14503.5,14236.0,15497.4,15490.6,15426.25,12693.25,202109
196,Jiantan ,16896.0,18908.75,21998.75,22552.25,22398.25,22633.0,18994.8,202110
197,Jiantan ,20826.0,23255.2,23792.8,24242.25,24332.5,25599.75,21178.25,202111
198,Jiantan ,19953.75,23706.5,24442.75,25376.8,26012.2,27206.0,24123.0,202112
199,Jiantan ,15326.6,17572.6,20772.0,21183.25,20922.0,20998.0,17990.6,202201
200,Jiantan ,19668.25,20598.5,17242.25,17995.25,17535.0,20574.0,22368.0,202202
201,Jiantan ,20325.75,23538.25,24991.8,25017.6,25067.4,26945.0,24803.0,202203
202,Jiantan ,14748.25,17855.75,17336.0,18094.25,18074.25,19897.4,15789.4,202204
203,Jiantan ,9783.2,11431.8,12274.4,12349.5,12258.75,13299.75,11382.5,202205
204,Jiantan ,12588.75,14452.5,15288.25,14778.2,15364.0,14619.75,14525.75,202206
205,Jiantan ,16920.0,16914.0,17820.75,17978.75,18522.25,19443.4,19314.0,202207
206,Jiantan ,18200.75,17912.8,18887.2,19195.8,18878.25,20476.5,21206.0,202208
207,Jiantan ,15248.5,21526.25,22677.75,23100.0,22244.0,22557.6,18524.25,202209
208,Jiantan ,17019.4,21299.6,23652.0,23813.5,23881.0,25389.0,26958.4,202210
209,Jiantan ,22491.0,24321.75,24787.8,24916.6,25086.75,27652.75,26309.0,202211
210,Nangang ,15379.0,18151.0,18662.0,20209.2,20414.4,22631.4,18032.25,202001
211,Nangang ,12084.0,16319.75,16826.0,17061.5,18485.0,17676.5,14027.6,202002
212,Nangang ,9610.6,15910.8,16147.4,16350.5,16573.75,18997.0,11055.5,202003
213,Nangang ,8167.75,14618.0,14694.25,15736.2,14575.0,14932.0,9198.5,202004
214,Nangang ,10962.8,15855.0,16187.75,16724.5,16865.75,19044.6,12655.6,202005
215,Nangang ,12454.75,17017.0,17586.6,18719.5,16987.5,18962.5,15692.25,202006
216,Nangang ,14857.25,18186.5,18553.5,18391.4,19361.4,22805.0,16832.75,202007
217,Nangang ,14327.8,17749.2,18707.0,19268.5,19774.0,23045.5,17509.6,202008
218,Nangang ,13987.75,18601.75,18908.2,21576.4,20191.0,23289.5,18228.25,202009
219,Nangang ,14365.25,18703.25,19294.25,20136.25,21559.8,21436.6,23381.4,202010
220,Nangang ,16654.8,19677.8,19178.5,19650.0,20075.75,24867.25,19256.25,202011
221,Nangang ,18176.75,19774.5,20123.2,20726.4,24045.6,27035.75,21048.25,202012
222,Nangang ,13120.6,18930.0,19092.0,19830.25,19593.0,20879.6,15165.6,202101
223,Nangang ,14496.75,17325.5,17433.5,16984.0,16126.25,18807.0,16009.5,202102
224,Nangang ,15298.5,18533.0,19525.2,19952.0,20085.0,24210.5,18403.75,202103
225,Nangang ,14520.0,17865.25,19546.0,20688.25,22505.4,23481.2,17340.5,202104
